Coordenada_X,Coordenada_Y,Equipo
2.3825856793343854,2.9674253849745047,0.0
3.305657645317656,3.236131420669342,0.0
1.0014051011756908,3.208187923193571,0.0
2.007454689264331,3.608679684035312,0.0
1.323866040881842,2.1817548714268025,0.0
2.874939138568184,1.892550333185505,0.0
4.222776597371274,4.293949682674036,0.0
3.2342426157709148,3.9636675354542206,0.0
3.5336186529648312,3.5752540692398793,0.0
2.791143696648581,3.065045370875638,0.0
3.0102702158699732,2.096885817287362,0.0
1.3863438353742108,3.4152326542382596,0.0
3.947937777625862,2.1789586810999735,0.0
3.4592815898807454,3.93135407929555,0.0
3.7045663623010516,1.8686151889608678,0.0
3.309897784945675,3.000352285462692,0.0
2.587315337314336,3.58191221383774,0.0
3.4615822002109637,3.3755070937565312,0.0
2.732386922933068,3.8648946491017244,0.0
2.9265421585029645,2.1606101189454625,0.0
4.020711282788066,3.5422051948309337,0.0
3.907831447857698,2.712637846158989,0.0
2.5701710507359463,3.1311025629016815,0.0
3.339266452759871,1.319400343713257,0.0
3.9694481647196627,3.9493728209258334,0.0
1.6743654550316338,2.100091700628704,0.0
3.10328687397394,3.285049842411632,0.0
3.10450530893288,4.214537835123149,0.0
1.4824118515117317,4.98880441316288,0.0
2.1354887587625218,3.695073112872623,0.0
1.8977790561728403,3.5041185326017557,0.0
2.884021861621039,3.7800415890600343,0.0
3.1923910009645007,2.5604282217542966,0.0
1.7240033499430956,3.0034941009989473,0.0
2.3554978180150354,3.776411883860553,0.0
2.82769549143121,2.808660098030477,0.0
4.654545821564853,1.306788808044313,0.0
2.4920772658640242,4.115312038906152,0.0
2.9485415975921003,3.6400077948532896,0.0
3.285157576133657,1.9606428389329973,0.0
4.563413450510373,1.9496208904004393,0.0
3.138581188273699,3.2930647111399334,0.0
4.603070726215272,6.239830532109192,0.0
1.6396107434125584,3.0534488544967138,0.0
3.650750839938202,2.4888238171684174,0.0
2.273767307631273,1.3725341007224012,0.0
2.7761729211990254,3.323140526725542,0.0
2.599866015311121,3.6081817469377255,0.0
2.035941162175222,2.6863022875412073,0.0
3.99033718692432,2.853276383549955,0.0
2.1062645946154763,2.7300704499562642,0.0
2.4127264082077953,2.099656040392327,0.0
2.787979383333916,2.1300793306181802,0.0
2.392726318812191,0.523174203989162,0.0
3.2623258222580196,2.0300891128447045,0.0
1.2993388098396612,3.3541995701304423,0.0
2.1854208730640337,2.150677765202955,0.0
2.315707412519433,3.378368157461291,0.0
2.2199380158096114,1.454860956315861,0.0
4.237117266697843,3.3356272567159797,0.0
2.60679000103754,2.4480553283229574,0.0
2.560725177067258,2.409652784593196,0.0
3.1584787108794767,4.177080275072992,0.0
3.916155309221976,0.8929760670834122,0.0
2.4165952482182833,3.4970874089502013,0.0
3.2274996881090345,3.710797532127189,0.0
1.847444232978527,2.711530548298565,0.0
3.287979971979662,1.7265071216536438,0.0
2.9631334714487796,3.062216150308534,0.0
2.052110655497242,2.5843874557689053,0.0
1.4502889395231908,3.9304976803795024,0.0
4.07388079187589,3.7826324472842106,0.0
3.822072013547921,2.9999980063233123,0.0
3.4752666375434504,2.038078733366834,0.0
4.164024591146882,2.891356145737358,0.0
3.4832160198580335,3.1321598529326766,0.0
2.155747322518593,2.878256251670746,0.0
3.1789813617880496,2.783347231375737,0.0
4.371672349781564,2.4529541766890697,0.0
2.5142309115970276,1.8607326650756708,0.0
2.730173276047706,2.787234916743212,0.0
3.3450557294498213,3.1216822313169628,0.0
4.362019310314483,3.069627208443885,0.0
3.605800667612745,2.9600787226549223,0.0
2.230991022908092,1.2828996240776556,0.0
3.0963312940198495,2.2854548521972506,0.0
3.092526946003358,4.073576378321755,0.0
3.586043949235722,3.630275728226211,0.0
1.760891401658684,2.8553945731692654,0.0
1.7877989761525177,3.0631013502616695,0.0
2.9030744947434743,1.9951126497590488,0.0
2.98195730102196,2.0349570167361573,0.0
2.236140668972768,2.37472478292679,0.0
3.065662475282584,2.7161846511897503,0.0
3.021349509677269,2.5153130412729605,0.0
4.650950928117155,3.1230335695398144,0.0
2.6432927629332736,3.046827182276565,0.0
1.9514847725805275,3.1888466311845005,0.0
4.310984550799242,1.264462310276129,0.0
2.5040495338148565,5.305287974741084,0.0
3.3765807550164,3.261807647096988,0.0
4.016431327594731,2.675541645803453,0.0
4.520872078191818,2.63720553015864,0.0
3.1376861184556133,2.996663380754011,0.0
1.950474390634826,2.5743475173229746,0.0
3.369353304720572,2.308079488856655,0.0
2.8931183596477634,2.9252770923041,0.0
2.046312240444818,3.7660582910334988,0.0
3.859514197411688,2.9168123490405207,0.0
3.772607843742789,3.162824029832314,0.0
4.231052909244686,3.8858555253276856,0.0
3.1946129485583032,3.7309054165491613,0.0
1.5098631879382656,4.525986688484515,0.0
4.686548030375242,1.6307271434943227,0.0
1.7343064665992196,2.1740791252225784,0.0
2.1976808613930565,2.224991498128569,0.0
2.528300556600908,1.4233541131613163,0.0
3.5390026150599048,2.2992913633892105,0.0
2.7294231311638852,3.599845002078598,0.0
3.563862920220053,4.234311487464051,0.0
1.9854684549264467,3.348945776626695,0.0
2.7875876878275134,4.6977306702891735,0.0
3.8143050999280934,2.2576959259946228,0.0
4.007417331668304,3.7132258716324493,0.0
3.7192810242819747,3.6005596459585663,0.0
3.4156020591936396,3.1737050832578784,0.0
2.4090833745734463,2.9079897634294616,0.0
2.275908425829444,2.7540457324279077,0.0
3.6921740073878744,3.747205917319527,0.0
3.0767336025457337,3.4306449394541816,0.0
