Coordenada_X,Coordenada_Y,Equipo
2.336177322319077,2.764003952164362,0.0
2.8078460273533463,4.7080791153728425,0.0
4.123981848879815,3.9582709858354663,0.0
3.0233084457852173,2.755351230989504,0.0
3.0749773469929913,3.2153566168522536,0.0
4.448193948353913,3.177303513909151,0.0
3.250498102947531,3.758910879057839,0.0
2.6991109429042774,3.2171079062716528,0.0
2.8569907487245887,3.2474112491965186,0.0
3.094222439879644,3.629064266329232,0.0
2.4231025047639987,2.9276458165623263,0.0
2.1580153767980192,3.7946652229186557,0.0
3.2296312033658348,2.682978737655975,0.0
3.227829515672975,3.263810183070175,0.0
3.4332516356023643,2.6097685959645256,0.0
3.6888419222440603,2.6721714161458805,0.0
3.642673271326368,2.4330961023447513,0.0
2.9791645389735297,3.4887200339847704,0.0
2.636226969225815,2.0245590840283234,0.0
3.4345846137950145,3.7396011879718336,0.0
2.4456632153049376,2.7605755719117906,0.0
2.3786056344718607,2.9004663896198646,0.0
2.753575352377599,2.6125772484977006,0.0
3.482783540393434,2.8047199269835903,0.0
3.5964958468744017,2.629370842806556,0.0
2.738989054611753,2.482691049612814,0.0
3.001627693535085,4.007010035377066,0.0
3.8826060021284245,1.8762781084464486,0.0
1.9871438499857863,3.560227811240268,0.0
3.2519595490943214,2.8441776002879,0.0
2.024172705912277,3.8800114523970337,0.0
3.149605348894009,2.663074603196391,0.0
4.073710585256155,2.7326298085593215,0.0
3.4380861980840782,3.794591520706696,0.0
2.1350376538737152,2.790049790408207,0.0
3.428681021168065,3.4609642638008933,0.0
3.152676860044089,3.91666355296801,0.0
3.202390963265425,3.3131065442515792,0.0
3.9307184079011592,3.8174588999204833,0.0
3.11541187742483,2.9332692523317485,0.0
2.5550224791214995,2.936335621910508,0.0
2.986945042889659,2.6733811448349583,0.0
3.542447865733164,3.1125790876799733,0.0
3.926367172797417,3.047497513493629,0.0
2.3234946927984224,3.0970636405123786,0.0
3.83828459664253,3.3018728120457737,0.0
3.348214070087213,2.7998364307629213,0.0
2.7786064709937777,2.2716063682523524,0.0
3.7422045007636617,2.639505341710648,0.0
2.534126419629464,3.59186717118728,0.0
2.860962702864424,3.205229511495382,0.0
3.4918726945866414,4.010621270326723,0.0
2.837319811693186,4.146591609017543,0.0
2.628692021127752,1.8758740889171073,0.0
2.8799783705786095,2.575570066082779,0.0
3.9466049202977467,3.279863593579475,0.0
3.1031164334828487,3.310644877257333,0.0
2.130327964233613,2.536798149253889,0.0
3.4118223639349052,2.6261406442043924,0.0
2.7293182942494467,3.0985510516614925,0.0
3.3975403662306,3.107911638659566,0.0
2.4951984043037596,3.689230918017554,0.0
3.3656002497061768,3.089710621604861,0.0
3.251317502990478,2.936735652754281,0.0
3.228354780141487,3.1637809685972793,0.0
2.7807650317911072,3.029221875045866,0.0
3.3760707787045767,2.8431275522812447,0.0
4.243279014735785,1.8193257177930788,0.0
2.2405070292655775,3.1898166649835544,0.0
3.689881808933565,2.776657003697151,0.0
2.5390329297139766,2.738456228523287,0.0
3.330845499598548,2.404913423905509,0.0
3.073634124013288,3.6730325305603015,0.0
2.1347162350917923,2.256586639657297,0.0
3.270946151884056,3.3385616116677883,0.0
3.614257468092891,2.2470748656441506,0.0
3.7554533852726544,1.9687553677025391,0.0
2.9872632312849468,2.9134532946320904,0.0
3.3351944067488373,3.1419829842358227,0.0
2.1263434995554755,2.4181637733251837,0.0
3.3319562380929666,1.6701386899284343,0.0
2.629048512289507,3.341738742759036,0.0
2.6172189229431417,2.5269581178679177,0.0
2.51254911389022,3.2814770139203864,0.0
3.081240169370298,2.572832591376887,0.0
1.335176033702578,3.1029376745535298,0.0
3.093264372795764,3.763228539605284,0.0
2.367475922615818,1.7895413846478216,0.0
2.7638307682571335,2.6680919417874343,0.0
3.4032491817816606,3.23117323665765,0.0
2.7322542827519944,3.1320351671448927,0.0
3.032630291779893,4.125869975099797,0.0
2.997716186022654,2.901270665924034,0.0
3.0215368707683496,3.872685958739291,0.0
4.558048185880911,3.141214309599355,0.0
2.2763236805929443,2.799840793603627,0.0
2.6857305440975714,2.7678287144698213,0.0
3.703684032989576,3.4283571656607936,0.0
3.1096441744421366,2.5623630907967523,0.0
2.903472360777674,2.952671370101709,0.0
3.4019241885191693,2.9956785590622936,0.0
2.1769722128005795,2.5442418913294396,0.0
2.211243905060368,2.8185718294211304,0.0
3.4280247633014835,3.3857780069073757,0.0
3.9092295752982045,2.628216798286514,0.0
2.4436968081996473,2.7253651427739762,0.0
3.0448713439062205,2.7525709349263057,0.0
2.848225975039027,3.4015253525186293,0.0
3.157251617708521,2.9157726351409305,0.0
2.2199710603047818,3.189393720309591,0.0
2.4457659279034454,2.8891924223079255,0.0
4.3669497414912035,4.490841184248878,0.0
1.690522832937513,3.1597099338900465,0.0
2.192167930670889,2.397505215799475,0.0
2.41285849995197,3.2472133660980833,0.0
3.437489609446099,2.807410240903226,0.0
2.8270586691020845,3.3896655393644455,0.0
1.908192290439444,2.7079020098106947,0.0
3.248908213898346,2.9118977980396163,0.0
3.8893610837439674,2.9157212161195476,0.0
3.4281038313736585,2.714057874858014,0.0
4.016526751702205,2.7037587712801647,0.0
2.853640240471024,2.60872429773261,0.0
3.5688059924900157,2.646717208039768,0.0
4.284558962884247,3.106654202033849,0.0
2.8673358794842674,2.0111389767564676,0.0
3.4768538475435515,3.5318485019830845,0.0
2.3525591288426417,1.8325362168933477,0.0
